,0
0,0.7280800941138225
1,0.27132520981369035
2,0.2533010147823671
3,0.3261046937734112
4,0.051417840921380104
5,0.6466867087507663
6,0.30475919576858423
7,0.09364366290355144
8,0.0923991351355996
9,0.21823112048574844
10,0.9522770162515712
11,0.519761532244537
12,0.09081904545771737
13,0.10655668787139691
14,0.4896696269093179
15,0.7558944367742092
16,0.5037397169542723
17,0.0725200901957789
18,0.7407720971037087
19,0.43634394367331275
20,0.46045274587315166
21,0.175193714620505
22,0.2142336246292734
23,0.6131967967805521
24,0.8039125231724235
25,0.6518793726623577
26,0.2391476115964777
27,0.669789472916885
28,0.7124534327239751
29,0.0604820803551161
30,0.07601982068172371
31,0.9268395078247811
32,0.6699311073642503
33,0.6460676787568534
34,0.03451552231668789
35,0.24527994504507142
36,0.19936208799601945
37,0.28392110504926643
38,0.25990338286780074
39,0.9331580723153376
40,0.6883465449703353
41,0.6447919606625063
42,0.31797356169956503
43,0.18759687249946227
44,0.5993054801527764
45,0.11982048166640487
46,0.3473497856810711
47,0.13201348533164659
48,0.5594355057325398
49,0.742196080767799
50,0.4070525171815963
51,0.8165131157861172
52,0.1634815753058211
53,0.7026543488194956
54,0.49459305217380856
55,0.35570381868963885
56,0.850044401395673
57,0.44988609403538293
58,0.26238507301757913
59,0.0925340969877349
60,0.5922032118237401
61,0.7015940896108196
62,0.8558293906929182
63,0.9539547239947861
64,0.04833178844965879
65,0.00559452899108619
66,0.525279514552599
67,0.6236536259227481
68,0.2675886472380692
69,0.5219720712408467
70,0.5223417989752001
71,0.9950114460977908
72,0.14404256605847054
73,0.4086851349883226
74,0.9304710168130471
75,0.3365513579666717
76,0.8225105990095595
77,0.8542491310581362
78,0.4933838790656556
79,0.861776134941645
80,0.955281560369984
81,0.8266583776325127
82,0.33528534962013823
83,0.07034896865605703
84,0.6009349654444625
85,0.5816405562156908
86,0.804243653954623
87,0.38673402819854075
88,0.4842628822272643
89,0.27290859307902027
90,0.15565365855671853
91,0.0555482182825443
92,0.2591313019861817
93,0.9646813467445448
94,0.7872866638592513
95,0.46659338505170556
96,0.2308341040875732
97,0.47678027356675556
98,0.018754507337227003
99,0.2901956132385533
100,0.025517845242876692
101,0.917254221653639
102,0.9226551706919498
103,0.9167250368802153
104,0.8781241003343596
105,0.5327222149914043
106,0.7633332785123933
107,0.5895092558732269
108,0.5169188749121294
109,0.8982091817933486
110,0.21881525624179496
111,0.3762280413186663
112,0.4231824751126343
113,0.4236250044280343
114,0.8433587262318792
115,0.9511794496197155
116,0.6766489473460131
117,0.06875492011817934
118,0.4088401396653385
119,0.42086881455114356
120,0.17778647315166712
121,0.07856131108789731
122,0.3633909035153997
123,0.13888570012318485
124,0.9310783954666891
125,0.21129470425060895
126,0.4333787902823707
127,0.16236222005292533
128,0.3456597473136567
129,0.8047638219402622
130,0.5048873905230827
131,0.3116270921497247
132,0.6391038131731386
133,0.8602992113731252
134,0.7413199131684478
135,0.5570970483355691
136,0.37668101215788696
137,0.49933691771644706
138,0.7838798547097369
139,0.16558721623224687
140,0.7403974276722818
141,0.5916769948902132
142,0.8674448634077461
143,0.2063313455206512
144,0.9775277346557624
145,0.371355776020021
146,0.43325104379564305
147,0.7820761676351455
148,0.3465947589892482
149,0.1393616577542449
150,0.23152652311216032
151,0.6205166105126195
152,0.5651967975607
153,0.8843503547168683
154,0.8883746218347017
155,0.6711246442312443
156,0.05338128608536364
157,0.947291892746615
158,0.2653228213195316
159,0.48774831149573383
160,0.9713984378527211
161,0.011588724684274862
162,0.003730274151884819
163,0.07762726105183829
164,0.687362677121536
165,0.1756854975106958
166,0.334280223138387
167,0.8722097534244093
168,0.3753417024483141
169,0.42295804819892324
170,0.4705429272679874
171,0.46908692564681764
172,0.8874629373829508
173,0.46212391299064615
174,0.19935864481800097
175,0.9204020280043996
176,0.8179939363303106
177,0.7788620667553181
178,0.30686394496119435
179,0.8498538259377357
180,0.03961373261767541
181,0.09357029876530158
182,0.940357442979966
183,0.9786620258676715
184,0.5153696640427874
185,0.3536217292909678
186,0.4958964690701303
187,0.8935011528712316
188,0.2395369807090008
189,0.019084688807872164
190,0.7313074927785711
191,0.2813360389603745
192,0.12629046872028757
193,0.7840248394421662
194,0.7552049923283859
195,0.3075299653773417
196,0.8673947475656154
197,0.7673363611331696
198,0.9524160360446483
199,0.0059742692758408735
200,0.7506960182505507
201,0.2439666734306069
202,0.05427749448927823
203,0.47883288965194437
204,0.7203338934320556
205,0.36903006146561834
206,0.6867687800994565
207,0.8333829691149863
208,0.5743302423451587
209,0.8366700888046107
210,0.7214561743346877
211,0.7813177394189266
212,0.2618129644361013
213,0.021540012876948008
214,0.2689700195249617
215,0.24899372688397564
216,0.23328868544845957
217,0.48861270169122983
218,0.19197999272745508
219,0.8179923729288672
220,0.8885349513870089
221,0.5935353212241243
222,0.6779119928109474
223,0.7683259465638381
224,0.30582847345509084
225,0.008641881572280049
226,0.2630977489791222
227,0.5326556303511927
